['S7 (Rhine-Main S-Bahn)', 'Rhine-Main S-Bahn']
['Piast Cieszyn', 'Cieszyn']
['Missa Atropos', 'Rock music']
['Mahewish Khan', 'Urdu']
['Elachista olschwangi', 'Moth']
['Dillon River Wildland Provincial Park', 'Northern Alberta']
['ZM Auckland', 'Contemporary hit radio']
['Brenda Chamberlain (artist)', 'Wales']
['Kan Kheha station', 'Thai language']
['James Mumford', 'Jesuits']
['Lest We Forget (sculpture)', 'Salt Lake City']
['Diploma Bertha Lutz', 'Federal Senate (Brazil)']
['Broadway Rose (panhandler)', 'Begging']
['Kittel (surname)']
['List of Boeing 737 MAX groundings', 'Boeing 737 MAX']
['HMS Peterel (1838)', 'Packet boat']
['Edwin Morgan (poet)', 'Order of the British Empire']
['Ex Friends', 'Punk rock']
['Clue VCR Mystery Game', 'Interactive film']
['Treasure (Cussler novel)', 'Action fiction']
['Hays Consolidated Independent School District', 'School district']
['Back of My Mind (H.E.R. album)', 'Album']
["List of high schools in O'Higgins Region", 'Secondary school']
['Beverly Wildung Harrison', 'Presbyterianism']
['Stare Gumino', 'Village']
['Sanay Min', 'Burmese language']
['Kitadal', 'Belagavi district']
['Veronika Franz and Severin Fiala', 'Ulrich Seidl']
['Love Is a Ball', 'Romantic comedy']
['Commercial Bank of Africa (Uganda)', 'Commercial bank']
['1896 in Canada']
['Lumbee', 'Native Americans in the United States']
['Mary Lucy Dosh', 'Catholic Church']
['Karachi Agreement', 'United Nations Security Council Resolution 47']
["The Silent Coup: A History of India's Deep State", 'Josy Joseph']
['Rodrigão (footballer, born 1983)', 'Defender (association football)']
['Scotch Corner', 'Road junction']
['Santos Trail System', 'Mountain bike']
['Isabel Perón', 'President of Argentina']
['Andrea Caroppo (footballer)', 'Association football']
['Manuel V. Domenech', 'Puerto Rico']
['Fayek Matta Ishak', 'Coptology']
['Vinay Katiyar', 'President (corporate title)']
['Yuruby Alicart', 'Softball']
['Ronald C. Raymond', 'Pennsylvania']
['Fruit Bowl', 'College football']
['Roop - Mard Ka Naya Swaroop', 'Colors TV']
['British colonisation of Tasmania', 'Tasmania']
['Junior World Orienteering Championships', 'Orienteering']
['Tony Canham', 'Association football']
['Đinh Thị Thùy Dung', "Women's association football"]
['The Boy (2015 film)', 'Horror film']
['George Drewry', 'Victoria Cross']
['Holmcultram Abbey', 'Cistercians']
['Underground Railroad in Harrisburg, Pennsylvania', 'Dauphin County, Pennsylvania']
['Ministry of Tourism (Zimbabwe)', 'Ministry (government department)']
["Life'll Kill Ya", 'Warren Zevon']
['First Call', 'Contemporary Christian music']
['Henk Kronenberg', 'Catholic Church']
['Arnold van Calker', 'Gasselternijveenschemond']
['WRC: Rally Evolved', 'Racing game']
['Denis Mashkarin', 'Russian language']
['Fallstreak hole', 'Cirrocumulus cloud']
['Godsville', 'KRS-One']
['Vulcan V18', 'Semi-automatic rifle']
['Church of the Pilgrim Virgin', 'Scallop']
['Lannie Flowers', 'Power pop']
['Caroline Stephen', 'Quakers']
['São Sebastião de Lagoa de Roça', 'Municipalities of Brazil']
['Gastrodia entomogama', 'Terrestrial plant']
['Two-ten-jack', 'Trick-taking game']
['Mahou Shoujo Nante Mouiidesukara', 'Manga']
['HMAS Bandolier (P 95)', 'Attack-class patrol boat']
['Abdullah Al-Dawsari', 'Arabic']
['2005 Italian Figure Skating Championships', 'Italian Figure Skating Championships']
['Johanne Fritz-Petersen']
['International Council for Open and Distance Education', 'Olav V of Norway']
['Hypocrita rhaetia', 'Moth']
['Jabo Sudhar', 'Sultanpur Lodhi']
['Carolyn Gilman', 'Maine']
['Darren Bolden', 'Australian rules football']
['2003 Redcar and Cleveland Borough Council election', 'Redcar and Cleveland']
['Boiling Spring, Virginia', 'Unincorporated area']
['Francis Chullikatt', 'Doctor of Canon Law (Catholic Church)']
['Nike Missile Site HM-69', 'Nike Hercules']
['Thomas Thurland', 'Savoy Palace']
['California Senate Fellows', 'California State Senate']
['List of Cuban writers', 'Social movement']
['Guadalupe River watershed', 'Santa Clara County, California']
['Kizzire']
['Tugnet Ice House', 'Listed buildings in Scotland']
["Freud's Leaving Home", 'Swedish language']
['Springboro, Pennsylvania', 'Crawford County, Pennsylvania']
['Casalecchio–Vignola railway', 'Casalecchio di Reno']
['First Church of Otago', 'Dunedin']
['Hieu Trinh', 'Control engineering']
['Roi Sumang', 'NorthPort Batang Pier']
['2008 Virginia elections', 'Democratic Party (United States)']
['Hilutangan Channel', 'Channel (geography)']
['The Center for Democracy and Human Rights in Saudi Arabia', 'United States']
['Theresa of Portugal, Queen of León', 'Alfonso IX of León']
['Primate of New Zealand', 'Bishop']
['Tiszaszederkény', 'Tiszaújváros']
['Ferhat Korkmaz', 'Sweden']
['Walter Mytton Colvin', 'Anglo-Indian people']
['Aerojet SD-2 Overseer', 'Unmanned aerial vehicle']
['Samantha Mathis', 'Trade union']
['Think Before I Talk', 'Astrid S']
['Hem i Sverige', 'Adrian Molin']
['Chiran Castle', 'Chiran, Kagoshima']
['Walter Napleton Stone', 'Victoria Cross']
['Tank Top City', 'Sugarsmack']
['Thalía discography', 'Discography']
['Dorothy Gordon (Australian actress)', 'Order of the British Empire']
['Gaudenzio Godioz', 'Cross-country skiing (sport)']
["James O'Neill (jurist)", 'Americans']
['The Divide (2011 film)', 'Apocalyptic and post-apocalyptic fiction']
['I Was an Adventuress', 'Drama (film and television)']
['Abrotanella trichoachaenia', 'Asteraceae']
['Italian Civil Aviation Authority', 'Civil aviation authority']
['Herbi Felsinger', 'Umpire (cricket)']
['Zadobje', 'Dispersed settlement']
['Lee Giffin', 'Ice hockey']
['Mervent', 'Communes of France']
['Devin, North Khorasan', 'Persian language']
['H-vector', 'Algebraic combinatorics']
["St Paul's Church, Brighton", 'Apostle']
['California State University Emeritus and Retired Faculty and Staff Association', 'California State University']
['Liget', 'Baranya County']
['Woman Talk', 'Carmen McRae']
['Simon Henry Adolph, Count of Lippe-Detmold', 'Principality of Lippe']
['Ischalia vancouverensis', 'Scraptiidae']
['Maggie McIver', 'The Barras']
['The Voice of Bulgaria', 'The Voice of Holland']
['Laufen railway station', 'French language']
['RHOQ', 'Protein']
['2008–09 Coupe de la Ligue', 'Coupe de la Ligue']
['Martin Cash', 'Bushranger']
['Agnostogonus', 'Extinction']
['Nikolay Kokorin', 'Russian language']
['Golden Rooster Award for Lifetime Achievement', 'Golden Rooster Awards']
['Shane McNaughton', 'Irish people']
['Harlequin poison frog', 'Poison dart frog']
['Qareh Kanlu, North Khorasan', 'Persian language']
['Proterogyrinus', 'Genus']
['P. Chandra Mohan', 'Kerala']
['Estampures', 'Occitan language']
['HC Dinamo Minsk (handball)', 'Handball']
['Dave Arnold (politician)', 'Pennsylvania']
['Miastko railway station', 'Polish State Railways']
['Aubrey Fitzgerald', 'A Persian Princess']
['Biathlon World Championships 2019 – Mixed relay', 'Biathlon World Championships 2019']
['Darryl Jones', 'The Rolling Stones']
['6th Central Committee of the Chinese Communist Party', 'Chinese Communist Party']
["Athletics at the 2016 Summer Olympics – Women's marathon", 'Marathon']
['Wrong Side of the Daylight', 'Denmark']
['Brogitarus', 'Classical Latin']
['Shakespeare bibliography', 'William Shakespeare']
['Pieter de Bloot', 'Dutch people']
['Jonathan Baker Moore', 'Americans']
['Ab Kel Shisheh', 'Persian language']
['British Flat Jockeys Championship 2012', 'Great Britain']
['Silvertown Tunnel', 'River Thames']
['Gabrielė Navardauskienė', 'Track cycling']
['James Sivewright', 'Cape Colony']
['Time reversal signal processing', 'Signal processing']
['Life Is Beautiful (Flow song)', 'Flow (Japanese band)']
['Darabad, Ardabil', 'Persian language']
['Pehuajó', 'City']
['Weightlifting at the Pan American Games', 'Olympic weightlifting']
['Emotions in Motion', 'Rock music']
['Peter Watkins', 'Norbiton']
['Steven Tiley', 'Professional golf']
['FileHippo', 'Download']
['Frederick John Pritchard', 'Plant physiology']
['1933 Milan–San Remo', 'Milan–San Remo']
['Cryptocephalus multisignatus', 'Species']
['Shumen fortress', 'Bulgarian language']
['John McNulty (artist)', 'Dublin']
['List of Pennsylvania state historical markers in Erie County', 'Erie County, Pennsylvania']
['Étienville', 'Communes of France']
['Coleophora kononenkoi', 'Moth']
['Hartman Bache', 'Military engineering']
["Buildings of St Joseph's College, Nudgee", "St Joseph's College, Nudgee"]
["2020 Southland Conference women's basketball tournament", "Southland Conference women's basketball tournament"]
['Louisiana Highway 6', 'State highway']
['Hayajan', 'Rock music']
['Oligosoma roimata', 'Species']
['Licia dolce Licia', 'Love Me, My Knight']
['1971 English cricket season', 'County Championship']
['Put-in-Bay High School', 'Secondary school']
['Sheree Corniel', 'Softball']
['Jaroslav Seifert Prize', 'Czech language']
['Rhagio', 'Genus']
['Pontibacillus halophilus', 'Gram-positive bacteria']
['Lunar Jetman', "Shoot 'em up"]
['Douglas Goldring', 'Greenwich']
['Castlegate Sandstone', 'Mesozoic']
['2006 FIFA World Cup knockout stage', '2006 FIFA World Cup']
['Helmut Ulm', 'Gelsenkirchen']
['American Association of Physician Specialists', '501(c) organization']
['Tarzan and the Amazons', 'Adventure film']
['Surveyor program', 'NASA']
['1816 in Scotland', 'Scotland']
['1975 Morris earthquake', 'Minnesota']
['Grandparents Plus', 'England']
['Ranchview High School', 'State school']
['Timo Honkela', 'University of Helsinki']
['Mississippi Highway 332', 'Mississippi']
['Dimple Kapadia filmography', 'Dimple Kapadia']
['Blinders (poultry)', 'Feather pecking']
['Jocelyn Roy', 'National Professional Soccer League (1984–2001)']
['Donald Forst', 'New York Newsday']
['Patrick Quilty', 'Order of Australia']
['Personal Appearance', 'Comedy']
['List of listed buildings in Kintail, Highland', 'Listed building']
['Bolívar Airport', 'ICAO airport code']
['Cleveland Orchestra Youth Orchestra', 'Ohio']
['Uist and Barra Hospital', 'Community hospital']
['Chase Mishkin', 'Tony Awards']
['1917 in paleontology', 'Paleontology']
['Birds of Steel', 'Combat flight simulation game']
['Dargaville Primary School', 'Primary school']
['Claudia Chender', 'Canadians']
['John F. Godfrey', 'Bangor, Maine']
['2020–21 Utah Jazz season', 'National Basketball Association']
['Jan Baikowski', 'Titular bishop']
["2013 European Diving Championships – Men's 3 metre springboard", '2013 European Diving Championships']
['Nigerian National Assembly delegation from Oyo', 'National Assembly (Nigeria)']
['Closer (Jars of Clay song)', 'Christian rock']
['Elias Abu Shabaki', 'Arabic']
['Jenipapo River', 'Paraíba']
['Niesułowice, Lesser Poland Voivodeship', 'Village']
['Saltillo, Texas', 'Unincorporated area']
['Cais do Sodré (Lisbon Metro)', 'Green Line (Lisbon Metro)']
['Marina van der Merwe', 'Field hockey']
["Swimming at the 2010 South American Games – Men's 4 × 200 metre freestyle relay", '2010 South American Games']
['Pal Joey (musical)', 'Musical theatre']
['Hendrik van Oort', 'Utrecht']
['Wólka Łagowska', 'Village']
['Matsya Kingdom', 'Sanskrit']
['Canadian official war artists', 'Canadian Forces Artists Program']
['Todd Bol', 'Little Free Library']
['Extermination camp', 'Nazi Germany']
['Fenner Ferguson', 'Nebraska Territory']
['Jett: The Far Shore', 'Action-adventure game']
['1974–75 Sheffield Shield season', 'Sheffield Shield']
['1474 in Ireland', 'Ireland']
['The Year of the Flood', 'Margaret Atwood']
['Grzegórzki, Warmian-Masurian Voivodeship', 'Village']
['Extended coverage', 'Property insurance']
['Glomeridae', 'Family (biology)']
['Louis Percy', 'Shooting sports']
['Dorsal interossei of the hand', 'Hand']
['Barend van Hemert', 'Association football']
['Aaron Schaffhausen', 'Filicide']
["Boxing at the 2002 Asian Games – Men's 67 kg", '2002 Asian Games']
['Jacques Dupin', 'Privas']
['2018 FIM Enduro World Championship', 'Fédération Internationale de Motocyclisme']
['Ron Elliott (politician)', 'Canadians']
['Pierre Louis (actor)', 'Mexico City']
['Eleanor Sophia Smith', 'Hull House Music School']
['Bjørn Grinde', 'Norway']
['Z-fighting', 'Rendering (computer graphics)']
['Luowang Township', 'Simplified Chinese characters']
['Charles May Oelrichs', 'Gilded Age']
['List of ship commissionings in 1971', 'Ship']
['Adolf Harder', 'Modern pentathlon']
['Ziaul Faruq Apurba', 'Gazi Rakayet']
['Victoria Țurcanu', 'Birth name']
['Leges inter Brettos et Scottos', 'Codification (law)']
['Lehel station', 'Munich U-Bahn']
['Muharrem Karriqi', 'Kavajë']
['Poland at the 2019 World Athletics Championships', 'Poland']
['Corby railway station', 'Network Rail']
['Satner', 'Athner tehsil']
['Leon Fukofuka', 'Rugby union']
['HD 198716', 'Star']
['Chica Bomb', 'Moldova']
['Potboiler', 'Novel']
['2009–10 Glasgow Warriors season', 'Scotland']
['Picked Off', 'Reality television']
["That's My Job", 'Gary Burr']
['The Prince of Tides (novel)', 'Pat Conroy']
['Baccharis dracunculifolia', 'Brazil']
['Melanocypha', 'Chlorocyphidae']
['The Bubble Factory', 'MCA Inc.']
['Frida Zachariassen', 'Faroe Islands']
['Ubiquitous commerce', 'Wireless']
['Luq Barcoo', 'American football']
['Walcott, Lincolnshire', 'Civil parish']
['Carlo Marino', 'Caserta']
['Jose Laurel Jr.', 'Filipinos']
["L'oca del Cairo", 'Köchel catalogue']
['Charly Ndjoume', 'Swimming (sport)']
['Magnetic bearing', 'Bearing (mechanical)']
['Golden Dragon F.C.', 'Sierra Leone']
['Wendy Millar', 'Ulster loyalism']
['Construction surveying', 'Geodesic']
['Guérin-Kouka, Bassar', 'Dankpen Prefecture']
['Gideon Levy', 'Hebrew language']
['Sabarmati Express', 'Ahmedabad']
['Modou Jadama', 'The Gambia']
['Filippo Ferrari', 'Servite Order']
['Latha Raju', 'Malayalam cinema']
['Boca Raton Airport', 'IATA airport code']
['Grey South', 'Electoral district (Canada)']
['Gilman Square station', 'Light rail']
['Iceberg Slim', 'Procuring (prostitution)']
['Zooey Magazine', 'United States']
['Maylandia lanisticola', 'Cichlid']
['Rolf Heimann', 'Cartoonist']
['List of WEC bonus award recipients', 'World Extreme Cagefighting']
['Frank H. Cromwell', 'Mayor']
['Moshe Shahal', 'Hebrew language']
['Ron Smoorenburg', 'Dutch people']
['Annweiler am Trifels (Verbandsgemeinde)', 'Verbandsgemeinde']
['Drag Race Italia', 'Reality television']
['John Murray (theologian)', 'Bonar Bridge']
['Battle of Bagavan', 'Roman–Persian Wars']
['Lenox Park, Brookhaven, Georgia', 'Brookhaven, Georgia']
['Emma Borg', 'University of Reading']
['Oliva australis', 'Species']
['2002 Short Strand clashes', 'Sectarian violence']
['4th Parliament of Lower Canada', 'Legislative Assembly of Lower Canada']
['Bill (song)', 'Jerome Kern']
['Mikkel Jensen (footballer, born 1995)', 'Holbæk B&I']
["1917–18 Boston University men's ice hockey season", 'World War I']
['Bevil Wooding', 'Trinidad']
['Nowra Hill', 'Nowra']
['Te Mātenga Taiaroa', 'Ngāi Tahu']
['Natchez–Vidalia Bridge', 'Cantilever bridge']
['My Japan', 'Anti-Japanese sentiment']
['Norwegian Journal of Sociology', 'Norwegian language']
['Gordon Williams (writer)', 'Paisley, Renfrewshire']
['Altarpiece of the Holy Sacrament', 'Triptych']
['Ding Feng (sport shooter)', 'Chinese language']
['Orzechów, Radomsko County', 'Village']
['Edith Cochrane', 'Canoe sprint']
['General Popular Radical Union', 'Greek language']
['Longdon Halt railway station', 'Longdon-on-Tern']
['Varsity Scouting', 'Boy Scouts of America']
['15 puzzle', 'Sliding puzzle']
['Microtubing', 'Drip irrigation']
['Carol Mather', 'Military Cross']
['ShareTheMeal', 'Crowdfunding']
['Connor Hall (footballer, born 1993)', 'Association football']
['Erythrolamprus trebbaui', 'Species']
['The Ike & Tina Turner Story: 1960–1975', 'Compilation album']
['Maple Springs, Minnesota', 'Unincorporated area']
['Oskar Lindstedt', 'Sweden']
['Caustis pentandra', 'Cyperaceae']
['Line 6 (Wuhan Metro)', 'Wuhan Metro']
['Woz Not Woz', 'Eric Prydz']
['British Eagle International Airlines Flight 802/6', 'Glungezer']
['Chenar, Fasa', 'Persian language']
['Åsa Lind']
['Takayuki Matsumoto', 'Japanese language']
['Grand Mosque of Kuwait', 'Arabic']
['Glenn Ong', 'Simplified Chinese characters']
['Louis Reynolds', 'Negro league baseball']
['Mazraat es-Siyad', 'Arabic']
['Doctor Demonicus', 'Supervillain']
['Grundy Mountain', 'Mountain']
['Matthew Edward Duke', 'Tobacco']
['1927 Oregon Webfoots football team', 'University of Oregon']
['Love Ride', 'Motorcycle']
['Derchigny', 'Communes of France']
['Damiano del Barbiere', 'Stucco']
['Basmane railway station', 'Turkish language']
['Frederick News-Post', 'Newspaper']
['Sound Transit', 'Public transport']
['Nobuo Oshima', 'Nippon Professional Baseball']
['Fourth Naveen Patnaik ministry', 'Odisha']
['Gi=Go', 'Bootstrappers (band)']
["1923 Saint Mary's Saints football team", 'American football']
['Wabash Township, Jay County, Indiana', 'Civil township']
['Jane Marken', 'Jules Berry']
['Priyanka Gope', 'Bangladesh National Film Award for Best Female Playback Singer']
['CA-SBR-3186', 'Mojave Desert']
['Antony Beaumont', 'London']
['The Captive Slave', 'John Simpson (artist)']
['Heckfield Heath', 'Civil parish']
['Melissa Ferguson', 'Psychology']
